[15, 21, 27, 25, 8, 17, 10, 4, 28, 6, 20, 2, 24, 5, 26, 9, 13, 19, 1, 16, 3, 18, 11, 22, 14, 23, 0, 12, 7]
[8, 0, 10, 4, 7, 25, 14, 15, 24, 19, 13, 9, 16, 28, 12, 26, 1, 20, 5, 17, 27, 2, 21, 11, 6, 3, 22, 18, 23]
[15, 27, 3, 21, 0, 2, 11, 16, 23, 6, 12, 1, 22, 4, 14, 26, 25, 8, 17, 7, 5, 28, 19, 24, 9, 13, 10, 20, 18]
[19, 24, 0, 22, 28, 21, 18, 23, 8, 2, 12, 16, 11, 20, 15, 27, 10, 9, 25, 7, 4, 1, 26, 3, 6, 17, 13, 5, 14]
[3, 18, 13, 14, 28, 25, 23, 22, 6, 10, 12, 21, 5, 17, 1, 20, 15, 19, 8, 0, 2, 4, 9, 24, 27, 16, 26, 11, 7]
[1, 20, 21, 6, 18, 5, 0, 14, 3, 24, 17, 2, 27, 13, 16, 9, 19, 28, 22, 12, 11, 15, 4, 8, 10, 26, 25, 7, 23]
[11, 19, 9, 12, 4, 0, 28, 17, 2, 13, 15, 3, 27, 14, 5, 23, 26, 6, 8, 21, 16, 7, 25, 10, 22, 20, 24, 18, 1]
[1, 3, 25, 7, 0, 16, 9, 5, 19, 4, 14, 26, 11, 20, 8, 24, 18, 17, 13, 21, 27, 28, 15, 12, 6, 2, 23, 10, 22]
[11, 20, 6, 22, 23, 2, 9, 8, 26, 24, 18, 19, 25, 0, 13, 15, 27, 3, 1, 21, 10, 5, 12, 4, 17, 16, 14, 28, 7]
[28, 4, 19, 15, 24, 10, 1, 18, 17, 22, 26, 12, 25, 14, 13, 5, 20, 16, 8, 0, 2, 3, 21, 9, 27, 23, 6, 7, 11]
[11, 9, 17, 1, 14, 20, 21, 6, 8, 23, 24, 13, 22, 10, 7, 5, 12, 28, 3, 25, 0, 15, 18, 26, 2, 27, 4, 19, 16]
[5, 24, 26, 9, 22, 18, 6, 21, 11, 20, 19, 15, 25, 14, 27, 16, 3, 2, 28, 12, 17, 13, 8, 1, 7, 23, 4, 0, 10]
[22, 2, 9, 17, 8, 26, 3, 28, 1, 11, 18, 20, 25, 6, 13, 5, 19, 21, 14, 7, 15, 12, 16, 27, 0, 4, 24, 10, 23]
[7, 11, 10, 0, 5, 18, 3, 20, 1, 12, 15, 19, 17, 8, 24, 23, 16, 27, 13, 21, 22, 26, 6, 14, 9, 2, 28, 4, 25]
[0, 5, 10, 15, 6, 11, 1, 19, 26, 16, 17, 27, 25, 8, 12, 20, 9, 18, 21, 23, 2, 24, 22, 14, 13, 28, 7, 4, 3]
[21, 23, 14, 22, 17, 26, 16, 7, 10, 15, 11, 1, 24, 28, 3, 2, 25, 6, 5, 27, 18, 9, 13, 12, 8, 19, 4, 20, 0]
[4, 19, 7, 22, 26, 28, 3, 10, 17, 21, 16, 12, 8, 6, 14, 15, 1, 13, 5, 20, 24, 2, 23, 11, 18, 27, 25, 9, 0]
[22, 12, 2, 23, 11, 6, 8, 5, 27, 19, 24, 20, 10, 18, 26, 7, 28, 3, 15, 14, 25, 0, 4, 13, 17, 21, 9, 1, 16]
[4, 3, 9, 8, 2, 12, 26, 11, 17, 19, 16, 22, 18, 25, 0, 20, 27, 15, 5, 6, 24, 13, 28, 1, 23, 10, 7, 21, 14]
[22, 0, 26, 24, 20, 23, 18, 2, 10, 27, 15, 1, 6, 25, 16, 14, 11, 4, 28, 8, 19, 5, 21, 12, 9, 13, 3, 17, 7]
[3, 9, 25, 27, 5, 8, 11, 13, 24, 19, 10, 18, 4, 22, 15, 12, 20, 16, 14, 6, 28, 21, 1, 23, 7, 2, 17, 0, 26]
[0, 25, 8, 13, 18, 4, 9, 27, 26, 23, 22, 19, 2, 5, 15, 3, 6, 17, 16, 20, 21, 28, 12, 1, 24, 7, 10, 14, 11]
[20, 28, 14, 24, 17, 16, 15, 7, 26, 2, 1, 12, 18, 11, 21, 27, 6, 5, 13, 9, 8, 25, 22, 23, 10, 0, 19, 4, 3]
[12, 7, 17, 4, 27, 28, 5, 25, 9, 18, 15, 20, 10, 14, 26, 23, 3, 13, 21, 8, 6, 24, 22, 11, 16, 2, 19, 1, 0]
[24, 10, 2, 17, 27, 13, 28, 12, 16, 25, 3, 26, 9, 5, 20, 22, 8, 7, 15, 1, 11, 19, 14, 18, 23, 0, 4, 21, 6]
[23, 20, 7, 28, 8, 21, 9, 1, 26, 17, 11, 15, 18, 0, 2, 10, 5, 25, 19, 3, 13, 14, 6, 24, 27, 16, 4, 12, 22]
[21, 5, 11, 8, 18, 2, 23, 6, 28, 15, 10, 22, 0, 20, 7, 19, 25, 1, 14, 3, 17, 27, 13, 4, 24, 26, 12, 16, 9]
[25, 9, 4, 17, 8, 18, 26, 7, 16, 21, 28, 24, 10, 14, 13, 3, 12, 5, 11, 23, 20, 1, 15, 22, 2, 19, 0, 6, 27]
[11, 6, 4, 26, 28, 8, 21, 22, 10, 20, 24, 1, 15, 13, 3, 7, 23, 2, 17, 12, 9, 19, 16, 14, 27, 5, 18, 25, 0]
[25, 1, 10, 23, 7, 19, 3, 6, 17, 13, 18, 4, 0, 16, 14, 5, 9, 15, 12, 22, 24, 27, 21, 8, 20, 2, 28, 26, 11]
[18, 6, 14, 1, 19, 21, 22, 15, 20, 5, 17, 3, 24, 13, 27, 26, 11, 28, 10, 25, 23, 9, 8, 2, 16, 12, 4, 0, 7]
[19, 5, 26, 2, 18, 4, 10, 0, 13, 27, 16, 28, 24, 14, 22, 7, 23, 9, 17, 25, 11, 3, 1, 20, 8, 12, 21, 15, 6]
[21, 22, 2, 13, 5, 25, 1, 8, 7, 15, 3, 6, 17, 16, 18, 9, 4, 10, 23, 26, 11, 20, 24, 28, 12, 19, 0, 14, 27]
[15, 25, 16, 8, 14, 2, 21, 1, 28, 19, 17, 7, 5, 12, 26, 13, 6, 24, 11, 3, 9, 22, 18, 0, 23, 4, 27, 20, 10]
[21, 19, 4, 16, 26, 8, 15, 18, 11, 2, 7, 9, 20, 24, 27, 13, 0, 17, 5, 10, 23, 12, 6, 25, 14, 1, 22, 3, 28]
[10, 22, 25, 20, 2, 16, 24, 9, 12, 26, 21, 11, 7, 1, 3, 23, 6, 15, 0, 28, 17, 27, 8, 4, 13, 5, 19, 14, 18]
[1, 20, 0, 12, 17, 3, 19, 18, 28, 8, 27, 5, 21, 26, 23, 7, 11, 10, 22, 16, 13, 14, 2, 6, 24, 4, 9, 25, 15]
[27, 7, 15, 24, 1, 26, 3, 10, 17, 5, 0, 2, 8, 21, 25, 28, 14, 16, 9, 12, 11, 4, 18, 6, 19, 23, 20, 13, 22]
[20, 7, 19, 10, 5, 17, 24, 4, 3, 9, 15, 13, 8, 1, 25, 0, 2, 11, 18, 23, 21, 22, 27, 6, 14, 16, 12, 26, 28]
[26, 9, 27, 10, 24, 15, 14, 17, 0, 11, 3, 1, 16, 22, 7, 6, 18, 19, 12, 28, 5, 13, 4, 25, 2, 20, 23, 8, 21]
[14, 6, 1, 27, 13, 22, 3, 19, 10, 23, 16, 15, 12, 9, 8, 20, 21, 18, 5, 25, 7, 28, 0, 26, 11, 4, 17, 2, 24]
[12, 19, 16, 5, 22, 4, 13, 24, 11, 2, 20, 0, 17, 1, 7, 10, 3, 23, 15, 8, 6, 27, 18, 26, 28, 14, 25, 9, 21]
[27, 3, 17, 2, 21, 11, 1, 28, 10, 18, 4, 25, 9, 14, 26, 7, 13, 0, 6, 5, 19, 22, 23, 16, 24, 8, 12, 20, 15]
[19, 3, 14, 12, 25, 23, 20, 6, 27, 7, 9, 28, 2, 5, 18, 13, 21, 11, 8, 17, 22, 1, 15, 26, 16, 4, 0, 24, 10]
[3, 14, 7, 15, 23, 0, 4, 16, 20, 10, 2, 5, 27, 21, 8, 26, 22, 19, 13, 1, 25, 11, 18, 9, 28, 6, 24, 17, 12]
[24, 25, 13, 21, 7, 8, 16, 23, 26, 22, 6, 27, 28, 3, 4, 2, 19, 0, 18, 12, 11, 5, 10, 17, 1, 9, 14, 15, 20]
[13, 8, 17, 3, 0, 2, 11, 5, 14, 23, 7, 25, 22, 20, 1, 21, 28, 26, 15, 12, 6, 24, 18, 19, 16, 9, 27, 4, 10]
[16, 23, 2, 4, 20, 12, 1, 6, 0, 27, 28, 15, 21, 26, 3, 13, 24, 17, 11, 19, 8, 22, 9, 7, 25, 14, 18, 10, 5]
[3, 9, 27, 21, 4, 25, 12, 19, 22, 17, 16, 28, 15, 13, 10, 1, 8, 18, 5, 24, 11, 2, 6, 14, 26, 0, 7, 20, 23]
[19, 21, 7, 0, 24, 6, 20, 4, 10, 28, 26, 9, 17, 2, 5, 16, 1, 8, 3, 13, 11, 25, 27, 18, 22, 12, 23, 15, 14]
[14, 6, 26, 15, 2, 13, 7, 4, 3, 10, 28, 19, 20, 11, 23, 22, 21, 25, 9, 8, 24, 1, 17, 16, 18, 12, 0, 27, 5]
[13, 17, 11, 6, 8, 2, 18, 9, 7, 26, 28, 27, 3, 19, 25, 22, 10, 21, 1, 15, 4, 16, 24, 14, 12, 0, 5, 20, 23]
[18, 6, 3, 17, 14, 11, 25, 13, 27, 24, 9, 23, 19, 15, 28, 7, 10, 0, 26, 16, 4, 8, 20, 12, 1, 2, 22, 5, 21]
[28, 24, 22, 26, 13, 11, 17, 18, 5, 0, 7, 19, 25, 27, 21, 3, 2, 9, 23, 16, 20, 1, 6, 14, 10, 15, 12, 8, 4]
[28, 2, 21, 14, 1, 16, 7, 8, 27, 25, 12, 22, 23, 11, 0, 10, 15, 20, 24, 4, 19, 6, 13, 26, 5, 3, 17, 18, 9]
[11, 2, 9, 5, 21, 3, 17, 8, 13, 19, 0, 20, 26, 14, 16, 28, 18, 1, 25, 15, 4, 24, 12, 6, 7, 23, 22, 27, 10]
[4, 7, 24, 22, 0, 3, 18, 10, 21, 6, 26, 13, 11, 15, 23, 17, 5, 8, 16, 12, 25, 20, 1, 14, 19, 27, 2, 28, 9]
[28, 27, 17, 22, 4, 9, 0, 1, 11, 6, 24, 10, 15, 12, 5, 13, 3, 14, 25, 16, 26, 19, 21, 8, 20, 18, 23, 2, 7]
[14, 20, 4, 8, 18, 6, 15, 10, 2, 21, 25, 27, 0, 23, 17, 3, 11, 22, 12, 16, 9, 1, 13, 28, 19, 26, 5, 24, 7]
[3, 19, 10, 6, 22, 12, 26, 0, 11, 21, 9, 8, 20, 27, 1, 25, 7, 2, 13, 28, 24, 23, 16, 14, 15, 5, 18, 17, 4]
[8, 28, 27, 24, 7, 9, 2, 10, 18, 4, 11, 22, 17, 14, 26, 20, 3, 23, 19, 6, 5, 15, 12, 21, 25, 16, 1, 0, 13]
[13, 21, 28, 15, 17, 20, 26, 7, 8, 18, 10, 24, 12, 0, 27, 16, 2, 23, 25, 14, 5, 1, 4, 22, 11, 3, 9, 6, 19]
[22, 19, 24, 8, 6, 18, 14, 16, 21, 23, 5, 17, 7, 12, 0, 13, 2, 11, 20, 28, 4, 15, 3, 26, 27, 9, 25, 1, 10]
[21, 18, 3, 27, 14, 20, 10, 12, 23, 4, 11, 9, 13, 0, 26, 24, 8, 2, 1, 6, 15, 25, 17, 28, 19, 5, 16, 22, 7]
[4, 11, 27, 2, 21, 24, 1, 13, 16, 15, 19, 17, 8, 23, 3, 7, 25, 22, 26, 28, 14, 0, 18, 5, 6, 20, 12, 9, 10]
[11, 12, 14, 27, 7, 17, 21, 15, 28, 4, 10, 3, 24, 26, 13, 0, 19, 22, 23, 2, 5, 1, 25, 18, 6, 9, 20, 16, 8]
[17, 1, 14, 3, 4, 15, 12, 21, 9, 20, 10, 7, 13, 0, 19, 26, 28, 25, 23, 18, 6, 11, 22, 2, 16, 27, 24, 8, 5]
[27, 13, 12, 19, 18, 1, 0, 3, 4, 25, 14, 22, 2, 17, 21, 10, 9, 5, 23, 15, 28, 20, 11, 7, 16, 6, 8, 26, 24]
[15, 19, 1, 27, 26, 7, 18, 8, 28, 23, 4, 9, 22, 3, 11, 13, 25, 10, 2, 20, 17, 14, 24, 12, 0, 21, 5, 16, 6]
[23, 17, 19, 9, 14, 11, 24, 25, 22, 6, 26, 10, 27, 20, 0, 4, 21, 1, 15, 2, 5, 28, 13, 18, 16, 7, 8, 12, 3]
[18, 20, 0, 13, 3, 19, 1, 7, 24, 15, 4, 22, 9, 26, 2, 8, 17, 27, 11, 6, 23, 5, 21, 10, 25, 28, 16, 12, 14]
[28, 23, 4, 16, 24, 18, 19, 7, 2, 0, 1, 9, 21, 20, 27, 15, 25, 5, 8, 17, 12, 26, 10, 13, 3, 22, 11, 14, 6]
[25, 13, 20, 16, 18, 8, 26, 9, 1, 0, 19, 3, 23, 5, 15, 14, 2, 4, 7, 17, 27, 11, 22, 28, 24, 12, 21, 10, 6]
[28, 6, 21, 3, 2, 1, 24, 26, 20, 23, 14, 10, 19, 8, 15, 4, 25, 7, 16, 22, 12, 27, 5, 18, 13, 17, 11, 9, 0]
[16, 0, 25, 18, 9, 17, 13, 28, 2, 3, 11, 15, 6, 22, 20, 12, 10, 7, 14, 19, 23, 5, 4, 24, 8, 26, 27, 21, 1]
[12, 2, 24, 25, 6, 17, 8, 4, 22, 9, 27, 16, 20, 21, 18, 13, 10, 7, 23, 1, 14, 28, 0, 15, 19, 11, 5, 26, 3]
[2, 19, 12, 23, 24, 26, 8, 1, 11, 21, 10, 7, 15, 16, 14, 0, 13, 5, 22, 4, 25, 27, 9, 17, 18, 20, 3, 6, 28]
[0, 7, 10, 24, 11, 21, 17, 19, 28, 16, 20, 27, 3, 23, 2, 12, 25, 8, 1, 14, 13, 4, 18, 9, 5, 15, 26, 22, 6]
[15, 23, 7, 2, 27, 17, 28, 10, 25, 14, 16, 22, 18, 6, 9, 8, 5, 20, 24, 1, 13, 21, 11, 3, 0, 19, 26, 4, 12]
[0, 5, 4, 20, 13, 18, 28, 1, 8, 22, 17, 6, 12, 21, 15, 9, 16, 14, 24, 25, 2, 3, 11, 19, 10, 26, 27, 7, 23]
[22, 20, 16, 28, 14, 4, 10, 5, 3, 12, 17, 1, 0, 25, 11, 21, 18, 9, 8, 26, 19, 23, 13, 15, 2, 27, 6, 24, 7]
[7, 27, 4, 12, 1, 3, 20, 16, 23, 0, 17, 6, 18, 28, 19, 5, 2, 13, 8, 15, 11, 24, 14, 25, 26, 21, 9, 10, 22]
[12, 9, 21, 15, 13, 10, 14, 24, 17, 6, 28, 22, 27, 7, 16, 0, 8, 25, 2, 26, 23, 11, 20, 4, 5, 3, 19, 18, 1]
[28, 10, 7, 9, 18, 21, 13, 23, 1, 15, 11, 17, 3, 6, 27, 8, 14, 16, 4, 20, 25, 19, 2, 24, 12, 0, 26, 22, 5]
[13, 3, 23, 5, 11, 26, 19, 24, 28, 10, 18, 21, 4, 1, 22, 16, 0, 7, 12, 9, 25, 2, 14, 17, 20, 8, 27, 15, 6]
[3, 14, 2, 15, 13, 8, 11, 19, 9, 6, 24, 27, 28, 22, 0, 10, 18, 7, 17, 25, 23, 5, 21, 1, 16, 20, 4, 12, 26]
[7, 11, 10, 6, 2, 8, 1, 24, 17, 20, 4, 26, 0, 21, 28, 14, 18, 9, 22, 3, 13, 16, 12, 23, 5, 27, 19, 15, 25]
[16, 18, 26, 14, 9, 23, 13, 12, 7, 19, 17, 8, 4, 15, 24, 0, 25, 6, 10, 20, 3, 27, 2, 22, 1, 21, 5, 11, 28]
[13, 1, 15, 12, 22, 18, 28, 9, 7, 6, 24, 23, 3, 8, 4, 16, 11, 25, 5, 2, 21, 26, 14, 19, 0, 17, 10, 20, 27]
[12, 6, 20, 4, 25, 3, 11, 2, 17, 1, 22, 27, 21, 5, 8, 18, 19, 7, 9, 15, 28, 26, 14, 16, 10, 13, 23, 0, 24]
[14, 28, 23, 25, 16, 6, 12, 5, 9, 4, 11, 10, 13, 1, 17, 22, 7, 24, 0, 19, 20, 18, 15, 26, 2, 21, 8, 3, 27]
[14, 21, 27, 6, 0, 17, 16, 18, 7, 1, 10, 12, 26, 24, 3, 19, 28, 13, 20, 8, 5, 15, 23, 25, 9, 11, 2, 22, 4]
[2, 26, 4, 10, 27, 24, 12, 15, 7, 18, 3, 23, 5, 20, 22, 14, 11, 28, 19, 21, 8, 25, 9, 1, 13, 0, 6, 17, 16]
[28, 2, 27, 11, 20, 5, 7, 10, 21, 18, 1, 6, 8, 13, 23, 9, 4, 0, 24, 3, 15, 26, 12, 22, 17, 19, 16, 14, 25]
[24, 6, 20, 16, 2, 14, 26, 15, 1, 22, 9, 12, 25, 0, 18, 5, 23, 7, 4, 8, 19, 3, 11, 10, 27, 28, 21, 17, 13]
[10, 6, 25, 18, 13, 2, 9, 0, 27, 20, 3, 11, 12, 22, 4, 8, 1, 23, 15, 21, 16, 17, 24, 26, 28, 19, 14, 5, 7]
[26, 22, 4, 17, 13, 10, 25, 21, 12, 5, 14, 23, 20, 24, 28, 8, 3, 19, 16, 15, 11, 1, 2, 27, 6, 9, 0, 18, 7]
[8, 4, 22, 7, 25, 12, 13, 0, 19, 20, 17, 26, 2, 5, 11, 1, 23, 14, 3, 18, 6, 16, 28, 24, 27, 9, 10, 15, 21]
[1, 24, 19, 0, 2, 25, 26, 23, 8, 14, 10, 11, 5, 28, 9, 13, 22, 12, 4, 15, 18, 20, 3, 21, 17, 16, 7, 6, 27]
[5, 16, 14, 0, 28, 24, 8, 26, 20, 17, 19, 9, 21, 22, 18, 3, 13, 4, 11, 10, 7, 27, 2, 23, 1, 15, 6, 12, 25]
[19, 24, 5, 18, 2, 1, 17, 22, 25, 6, 20, 26, 4, 14, 15, 13, 0, 7, 16, 23, 8, 12, 9, 27, 10, 21, 28, 3, 11]
[7, 17, 12, 26, 4, 16, 9, 25, 20, 5, 21, 13, 19, 0, 18, 1, 14, 8, 28, 3, 6, 23, 15, 10, 27, 11, 2, 24, 22]
[1, 15, 24, 5, 4, 27, 7, 8, 14, 2, 11, 22, 3, 10, 18, 21, 9, 17, 23, 6, 26, 19, 16, 25, 12, 13, 0, 20, 28]
[3, 19, 9, 24, 14, 23, 7, 17, 22, 28, 20, 0, 10, 1, 25, 8, 11, 16, 6, 13, 15, 27, 2, 26, 12, 5, 4, 21, 18]
[22, 3, 10, 23, 16, 20, 19, 25, 13, 7, 12, 0, 8, 17, 9, 24, 21, 4, 2, 18, 26, 11, 6, 27, 28, 15, 5, 14, 1]
[3, 28, 17, 27, 8, 26, 24, 13, 0, 7, 18, 1, 2, 9, 16, 22, 4, 14, 12, 20, 15, 11, 6, 19, 25, 21, 10, 5, 23]
[26, 15, 23, 21, 14, 16, 22, 9, 27, 1, 24, 20, 8, 5, 25, 13, 3, 10, 28, 0, 4, 18, 11, 12, 19, 17, 2, 7, 6]
[22, 10, 19, 2, 18, 14, 9, 0, 24, 6, 13, 26, 4, 7, 21, 5, 12, 11, 3, 16, 1, 8, 23, 27, 28, 17, 25, 15, 20]
[2, 12, 5, 15, 13, 4, 11, 16, 25, 19, 17, 27, 3, 9, 14, 26, 20, 24, 0, 1, 7, 6, 22, 23, 21, 18, 28, 8, 10]
