3,49,197
11,8,26
23,28,115
28,35,197
26,25,26
34,43,12
0,57,31
42,0,80
15,23,8
20,18,131
7,57,48
11,48,134
33,32,3
3,31,152
27,34,75
10,20,51
37,33,82
34,35,141
42,8,36
34,25,137
0,8,108
39,26,20
10,46,59
13,43,160
17,61,193
7,43,105
1,17,144
29,12,27
6,38,177
27,7,178
18,4,187
2,34,180
26,53,158
17,49,87
43,20,51
44,1,30
44,6,107
10,58,79
0,39,149
31,32,112
12,16,69
26,3,50
24,1,190
41,22,79
6,24,129
10,21,69
39,30,151
8,49,173
29,35,104
5,61,17
25,55,182
4,43,3
18,70,46
28,24,130
28,32,144
28,50,25
28,35,177
36,4,196
25,0,106
34,28,74
17,60,192
29,27,138
13,20,74
20,69,198
38,23,99
14,20,51
21,23,9
1,26,57
5,49,63
21,50,14
12,29,93
14,3,58
12,50,61
13,33,50
2,33,8
9,28,122
11,46,50
29,10,188
8,64,127
19,21,43
18,9,46
26,15,87
33,26,20
6,1,155
2,22,47
44,6,84
9,24,8
20,18,181
16,69,186
41,19,53
24,31,64
9,31,172
10,48,103
19,70,38
44,34,14
12,23,14
16,47,164
50,6,143
28,24,43
41,20,137
43,14,67
26,58,99
19,32,112
24,4,113
0,22,136
0,64,28
34,35,150
17,54,49
27,44,17
18,45,79
13,3,7
21,65,105
32,25,97
15,53,4
4,0,141
10,63,83
47,14,43
40,14,42
20,50,174
33,43,111
39,13,43
27,24,40
21,62,194
19,54,67
32,22,82
34,2,47
25,5,91
19,22,133
47,16,200
23,25,159
6,28,119
7,9,126
8,65,111
24,46,193
49,8,156
33,13,156
18,68,72
19,24,56
12,8,128
10,19,115
17,34,174
22,11,36
4,5,114
32,42,179
16,50,32
23,49,194
18,21,190
3,4,66
13,20,0
2,52,171
3,52,128
39,31,190
14,8,187
13,17,142
24,5,100
1,21,16
7,40,113
38,2,79
18,44,95
40,30,158
18,42,66
21,28,104
9,61,128
5,24,141
19,28,146
3,23,39
12,21,179
29,36,182
46,6,159
18,39,113
7,17,58
22,15,29
45,19,97
41,2,143
44,0,68
7,40,41
12,27,95
20,10,121
32,2,33
42,9,167
21,59,128
16,56,157
10,45,69
16,38,117
5,0,10
21,49,104
33,33,105
4,17,4
21,13,77
22,13,96
20,47,33
39,25,142
32,16,68
11,16,126
1,20,57
31,0,105
5,55,200
23,47,55
22,8,83
43,21,88
12,6,65
25,9,192
25,36,162
22,55,167
9,14,138
36,1,84
28,50,102
14,50,131
1,6,5
24,56,80
5,17,30
15,23,199
2,9,22
3,61,89
7,68,44
24,23,181
39,0,118
47,14,112
11,11,80
30,7,148
21,62,63
13,64,90
22,2,90
13,15,141
38,6,117
13,22,107
26,44,26
23,32,144
11,28,142
12,55,9
5,62,169
7,32,18
20,0,129
36,33,113
21,60,36
4,44,199
41,18,70
41,3,132
12,11,100
31,9,119
35,16,136
30,16,114
6,3,108
2,55,66
16,30,178
18,10,141
23,45,94
36,36,20
9,14,16
3,23,28
33,12,170
27,32,122
4,17,17
35,21,32
4,56,95
7,66,44
1,40,141
15,37,53
17,56,101
29,51,86
10,42,132
32,18,22
15,31,79
13,69,33
16,44,70
0,48,36
11,55,156
18,54,131
25,18,39
20,34,83
13,36,197
28,0,112
17,17,102
11,52,44
7,0,145
32,2,140
43,14,186
27,18,113
0,66,85
14,43,110
2,20,20
16,38,2
49,8,185
15,58,15
11,60,104
29,0,23
29,16,123
12,0,112
35,28,177
40,21,102
2,60,125
7,34,104
21,22,80
3,54,80
40,46,7
49,15,6
31,18,56
31,11,117
2,8,200
10,45,123
24,30,63
14,12,159
2,59,163
17,26,91
7,37,33
28,13,25
16,40,114
1,3,49
11,65,170
14,68,26
48,13,171
35,10,148
31,35,58
11,35,185
41,17,65
9,53,158
1,65,32
7,31,92
22,29,122
24,7,166
38,7,87
20,35,160
26,26,175
44,21,37
29,11,1
46,15,192
43,18,158
25,52,199
0,33,148
26,35,109
8,24,45
6,47,148
16,65,175
10,23,157
16,7,79
8,54,44
29,22,174
6,10,192
33,14,192
27,56,183
19,32,94
14,58,111
35,5,118
35,25,85
24,18,112
11,39,126
43,5,62
10,64,89
37,20,141
12,63,167
27,2,181
0,34,116
23,47,103
10,52,142
32,34,16
14,34,182
26,43,1
34,28,140
13,22,31
29,3,185
25,38,43
29,28,6
37,32,41
15,14,64
32,10,43
11,39,185
6,22,98
22,55,184
2,15,35
19,3,97
27,29,99
10,29,183
46,49,4
42,25,109
8,19,24
23,29,178
20,51,12
5,5,98
1,7,145
26,17,91
6,46,87
37,1,150
19,66,49
20,47,79
20,13,127
21,14,140
10,11,186
7,68,2
0,33,88
8,43,171
22,59,66
15,15,148
20,46,175
16,53,200
6,24,141
11,48,110
6,11,177
9,28,185
14,28,33
8,54,133
1,67,25
15,32,106
21,67,47
4,47,111
25,52,48
29,14,73
36,36,108
26,29,129
26,1,117
15,52,189
14,61,38
4,53,144
7,41,90
19,23,56
13,62,171
10,17,82
10,16,166
25,12,197
38,23,78
33,14,35
17,39,128
32,33,155
30,5,189
11,68,81
10,47,76
1,10,101
28,16,14
36,30,166
42,29,15
17,17,161
18,34,88
41,28,112
48,1,20
10,36,144
14,9,5
47,14,30
7,62,0
5,67,120
14,3,4
37,22,11
12,36,15
6,21,37
36,9,198
40,29,113
10,58,172
15,2,49
27,11,29
28,13,88
12,40,6
19,47,70
9,20,6
34,1,129
38,24,164
5,12,86
42,15,95
19,8,149
25,37,15
9,52,92
3,59,26
21,49,110
8,13,135
19,67,173
15,67,61
32,41,133
7,1,2
5,47,76
21,16,144
30,29,76
0,61,142
20,16,130
10,2,93
14,30,43
27,50,129
13,7,196
35,34,17
36,20,6
16,50,187
37,27,5
11,70,162
20,61,3
20,22,90
32,16,199
0,19,60
47,5,20
36,2,149
18,33,34
17,10,36
17,52,180
1,3,72
1,20,104
8,13,193
14,49,57
23,61,188
31,14,196
45,5,3
8,30,169
48,13,175
28,51,186
15,41,178
16,42,110
4,47,86
26,5,103
5,65,83
0,2,79
25,31,196
13,56,173
29,19,64
12,49,104
2,3,169
6,66,87
8,49,169
31,20,153
42,12,36
34,20,92
17,41,158
16,58,120
3,25,68
19,33,113
23,16,186
8,55,91
7,22,150
19,21,20
37,27,192
39,34,2
0,20,161
0,44,171
46,14,30
39,3,185
39,18,196
2,6,169
24,17,120
20,36,107
15,36,79
12,50,129
17,55,32
0,26,147
22,52,150
23,36,14
31,51,1
34,3,184
10,15,192
37,32,23
6,11,51
35,40,67
39,19,98
36,24,124
13,27,64
25,28,150
34,24,41
22,28,80
6,9,87
5,15,157
26,53,187
9,44,87
18,51,93
49,9,2
30,47,147
28,7,148
12,20,161
23,43,39
13,35,62
21,48,194
18,32,125
21,38,162
16,57,170
6,21,4
38,33,63
12,14,104
34,2,130
16,25,67
28,0,98
27,30,193
41,50,1
33,12,133
16,19,57
1,22,191
47,11,4
21,15,64
16,1,21
27,0,137
18,25,159
24,60,17
43,3,146
36,3,95
7,18,155
19,69,89
5,11,174
0,49,102
38,30,117
8,23,179
1,46,152
13,1,138
43,16,4
38,7,144
2,22,45
15,37,59
44,18,194
